Press Enter to quit: NBits: 480 	NErrs: 0 	BER: 0.0000E+00
NBits: 446400 	NErrs: 87 	BER: 1.9489E-04
NBits: 447040 	NErrs: 87 	BER: 1.9461E-04
NBits: 448000 	NErrs: 87 	BER: 1.9420E-04
NBits: 448480 	NErrs: 87 	BER: 1.9399E-04
NBits: 449440 	NErrs: 87 	BER: 1.9357E-04
NBits: 450560 	NErrs: 87 	BER: 1.9309E-04
NBits: 451520 	NErrs: 88 	BER: 1.9490E-04
NBits: 452000 	NErrs: 88 	BER: 1.9469E-04
NBits: 452160 	NErrs: 88 	BER: 1.9462E-04
NBits: 453120 	NErrs: 89 	BER: 1.9642E-04
NBits: 453600 	NErrs: 89 	BER: 1.9621E-04
NBits: 453920 	NErrs: 89 	BER: 1.9607E-04
NBits: 454880 	NErrs: 89 	BER: 1.9566E-04
NBits: 455840 	NErrs: 89 	BER: 1.9524E-04
NBits: 456000 	NErrs: 89 	BER: 1.9518E-04
NBits: 456960 	NErrs: 89 	BER: 1.9477E-04
NBits: 458560 	NErrs: 89 	BER: 1.9409E-04
NBits: 459360 	NErrs: 90 	BER: 1.9592E-04
NBits: 460800 	NErrs: 90 	BER: 1.9531E-04
NBits: 461120 	NErrs: 90 	BER: 1.9518E-04
NBits: 462080 	NErrs: 90 	BER: 1.9477E-04
NBits: 464000 	NErrs: 90 	BER: 1.9397E-04
NBits: 465920 	NErrs: 90 	BER: 1.9317E-04
NBits: 466240 	NErrs: 90 	BER: 1.9303E-04
NBits: 467200 	NErrs: 90 	BER: 1.9264E-04
NBits: 468000 	NErrs: 91 	BER: 1.9444E-04
NBits: 468960 	NErrs: 91 	BER: 1.9405E-04
NBits: 470880 	NErrs: 91 	BER: 1.9326E-04
NBits: 472800 	NErrs: 92 	BER: 1.9459E-04
NBits: 474720 	NErrs: 92 	BER: 1.9380E-04
NBits: 476640 	NErrs: 92 	BER: 1.9302E-04
NBits: 477600 	NErrs: 92 	BER: 1.9263E-04
NBits: 479520 	NErrs: 92 	BER: 1.9186E-04
NBits: 479840 	NErrs: 92 	BER: 1.9173E-04
